TO,LOCATION
CLK_50,PIN_AF14
SW_ENA,PIN_AB12
KEY_RST,PIN_AA14
LED_COUNT[9],PIN_Y21
LED_COUNT[8],PIN_W21
LED_COUNT[7],PIN_W20
LED_COUNT[6],PIN_Y19
LED_COUNT[5],PIN_W19
LED_COUNT[4],PIN_W17
LED_COUNT[3],PIN_V18
LED_COUNT[2],PIN_V17
LED_COUNT[1],PIN_W16
LED_COUNT[0],PIN_V16
