TO,LOCATION
clk_clk,PIN_AF14
led_pio[0],PIN_V16
led_pio[1],PIN_W16
led_pio[2],PIN_V17
led_pio[3],PIN_V18
led_pio[4],PIN_W17
led_pio[5],PIN_W19
led_pio[6],PIN_Y19
led_pio[7],PIN_W20
button_pio[0],
button_pio[1],
button_pio[2],
button_pio[3],
button_pio[4],
button_pio[5],
button_pio[6],
button_pio[7],
seven_seg_pio[0],
seven_seg_pio[1],
seven_seg_pio[2],
seven_seg_pio[3],
seven_seg_pio[4],
seven_seg_pio[5],
seven_seg_pio[6],
lcd_pio,
