TO,LOCATION
SW_A,PIN_AB12
SW_B,PIN_AC12
SW_C,PIN_AF9
LED_D[0],PIN_V16
LED_D[1],PIN_W16
LED_D[2],PIN_V17
LED_D[3],PIN_V18
LED_D[4],PIN_W17
LED_D[5],PIN_W19
LED_D[6],PIN_Y19
LED_D[7],PIN_W20
