TO,LOCATION
CLK,PIN_AF14
ENA,PIN_AB12
RST,PIN_AA14
VAL[9],PIN_Y21
VAL[8],PIN_W21
VAL[7],PIN_W20
VAL[6],PIN_Y19
VAL[5],PIN_W19
VAL[4],PIN_W17
VAL[3],PIN_V18
VAL[2],PIN_V17
VAL[1],PIN_W16
VAL[0],PIN_V16

