TO,LOCATION
SW_A[0],PIN_AB12
SW_A[1],PIN_AC12
SW_A[2],PIN_AF9
SW_A[3],PIN_AF10
SW_B[0],PIN_AD11
SW_B[1],PIN_AD12
SW_B[2],PIN_AE11
SW_B[3],PIN_AC9
SW_SEL,PIN_AE12
LED_C[0],PIN_V16
LED_C[1],PIN_W16
LED_C[2],PIN_V17
LED_C[3],PIN_V18
