TO,LOCATION
clk_clk,PIN_V11
led_external_connection_export[0],PIN_W15
led_external_connection_export[1],PIN_AA24
led_external_connection_export[2],PIN_V16
led_external_connection_export[3],PIN_V15
led_external_connection_export[4],PIN_AF26
led_external_connection_export[5],PIN_AE26
led_external_connection_export[6],PIN_Y16
led_external_connection_export[7],PIN_AA23
