TO,LOCATION
SW_INVA,PIN_AB12
SW_A,PIN_AC12
SW_ENA,PIN_AF9
SW_B,PIN_AF10
SW_ENB,PIN_AD11
SW_F[0],PIN_AD12
SW_F[1],PIN_AE11
SW_CARRY_IN,PIN_AC9
LED_CARRY_OUT,PIN_V16
LED_OUTPUT,PIN_W16

