TO,LOCATION
SW_ADDR[0],PIN_AB12
SW_ADDR[1],PIN_AC12
SW_ADDR[2],PIN_AF9
SW_ADDR[3],PIN_AF10
HEX_DATA[0],PIN_AE26
HEX_DATA[1],PIN_AE27
HEX_DATA[2],PIN_AE28
HEX_DATA[3],PIN_AG27
HEX_DATA[4],PIN_AF28
HEX_DATA[5],PIN_AG28
HEX_DATA[6],PIN_AH28
LED_DATA[0],PIN_V16
LED_DATA[1],PIN_W16
LED_DATA[2],PIN_V17
LED_DATA[3],PIN_V18
LED_DATA[4],PIN_W17
LED_DATA[5],PIN_W19
LED_DATA[6],PIN_Y19
