TO,LOCATION
CLK50,PIN_AF14
SW_WE,PIN_AB12
SW_ADDR_WR[0],PIN_AC12
SW_ADDR_WR[1],PIN_AF9
SW_ADDR_RD[0],PIN_AF10
SW_ADDR_RD[1],PIN_AD11
SW_DIN[0],PIN_AE11
SW_DIN[1],PIN_AC9
SW_DIN[2],PIN_AD10
LED_DOUT[0],PIN_V16
LED_DOUT[1],PIN_W16
LED_DOUT[2],PIN_V17
