TO,LOCATION
CLK_50,PIN_AF14
SW,PIN_AB12
KEY,PIN_AA14
LEDR[9],PIN_Y21
LEDR[8],PIN_W21
LEDR[7],PIN_W20
LEDR[6],PIN_Y19
LEDR[5],PIN_W19
LEDR[4],PIN_W17
LEDR[3],PIN_V18
LEDR[2],PIN_V17
LEDR[1],PIN_W16
LEDR[0],PIN_V16
